panel,date,t,value
4b,1997-04-19 16:30:00,0.303045859000684,0.139288857579231
4b,1997-05-06 04:30:00,0.348220396988364,0.32780796289444
4b,1997-06-06 13:30:00,0.434120465434634,0.223315745592117
4b,1997-07-02 04:30:00,0.504277891854894,0.0946823060512543
4b,1997-08-28 03:00:00,0.660164271047228,0.269952148199081
4b,1997-09-12 04:30:00,0.701403148528405,0.147211879491806
4b,1997-10-20 15:00:00,0.806639288158795,0.303473889827728
4b,1997-11-25 16:30:00,0.905373032169747,0.373766303062439
4b,1997-12-17 16:30:00,0.965605749486653,0.390682816505432
4b,1998-01-13 01:30:00,0.0357631759069131,0.274317532777786
4b,1998-02-02 01:30:00,0.0905201916495551,0.144351616501808
4b,1998-03-29 04:30:00,0.244182067077344,0.191082701086998
4b,1998-04-16 19:30:00,0.29517453798768,0.361516714096069
4b,1998-05-27 15:00:00,0.406913073237509,0.157784953713417
4b,1998-06-01 16:30:00,0.420773442847365,0.188954040408134
4b,1998-07-02 13:30:00,0.505304585900068,0.152822569012642
4b,1998-08-31 04:30:00,0.66854893908282,0.180867224931717
4b,1998-09-26 16:30:00,0.741101984941821,0.332745254039764
4b,1998-10-01 04:30:00,0.753422313483915,0.26969251036644
4b,1998-11-02 16:30:00,0.842402464065708,0.255259901285172
4b,1998-12-29 15:00:00,0.998288843258042,0.307390481233597
4b,1999-01-01 00:00:00,0.0027378507871321,0.213768571615219
4b,1999-02-09 07:30:00,0.110369609856263,0.169220820069313
4b,1999-03-04 04:30:00,0.175735797399042,0.28046041727066
4b,1999-04-16 16:30:00,0.294832306639288,0.20479641854763
4b,1999-05-09 04:30:00,0.35643394934976,0.166742444038391
4b,1999-06-26 13:30:00,0.488877481177276,0.137511253356934
4b,1999-07-05 03:00:00,0.512320328542094,0.118056759238243
4b,1999-08-08 16:30:00,0.606947296372348,0.244992405176163
4b,1999-09-19 16:30:00,0.721937029431896,0.357596933841705
4b,1999-10-24 03:00:00,0.816221765913758,0.408250570297241
4b,1999-11-28 16:30:00,0.913586584531143,0.148517653346062
4b,1999-12-27 16:30:00,0.992984257357974,0.383054137229919
4b,2000-01-14 16:30:00,0.0402121834360027,0.112487092614174
4b,2000-02-01 16:30:00,0.0894934976043806,0.0614669434726238
4b,2000-03-23 16:30:00,0.229123887748118,0.136893451213837
4b,2000-04-03 18:00:00,0.259411362080767,0.457913905382156
4b,2000-05-01 04:30:00,0.334531143052704,0.14500629901886
4b,2000-06-20 03:00:00,0.471252566735113,0.111358195543289
4b,2000-07-25 04:30:00,0.567248459958932,0.16594772040844
4b,2000-08-25 03:00:00,0.651950718685832,0.125799387693405
4b,2000-09-19 04:30:00,0.72056810403833,0.254140347242355
4b,2000-10-11 01:30:00,0.780458590006845,0.338384121656418
4b,2000-11-06 16:30:00,0.853353867214237,0.472678005695343
4b,2000-12-26 16:30:00,0.990246406570842,0.468117266893387
4b,2001-01-28 09:00:00,0.0776865160848734,0.374110102653503
4b,2001-02-27 15:00:00,0.160506502395619,0.337380677461624
4b,2001-03-02 16:30:00,0.171629021218344,0.410059928894043
4b,2001-04-23 04:30:00,0.312628336755647,0.209478363394737
4b,2001-05-15 01:30:00,0.372518822724162,0.218737468123436
4b,2001-06-16 03:00:00,0.460301163586585,0.113768309354782
4b,2001-07-18 13:30:00,0.549110198494182,0.16111233830452
4b,2001-08-19 18:00:00,0.637234770704997,0.156970322132111
4b,2001-09-23 03:00:00,0.731348391512663,0.226317599415779
4b,2001-10-20 16:30:00,0.806810403832991,0.292931944131851
4b,2001-11-09 03:00:00,0.860027378507871,0.117080107331276
4b,2001-12-30 15:00:00,1.00102669404517,0.206244796514511
4b,2002-01-23 16:30:00,0.0648528405201916,0.292784571647644
4b,2002-02-05 16:30:00,0.100444900752909,0.188582465052605
4b,2002-03-14 07:30:00,0.203456536618754,0.239930927753448
4b,2002-04-07 04:30:00,0.268822724161533,0.272224217653275
4b,2002-05-21 16:30:00,0.390657084188912,0.29295489192009
4b,2002-06-05 03:00:00,0.430184804928131,0.191310703754425
4b,2002-07-02 04:30:00,0.504277891854894,0.0907990038394928
4b,2002-08-19 03:00:00,0.635523613963039,0.105896636843681
4b,2002-09-18 04:30:00,0.717830253251198,0.179566845297813
4b,2002-10-22 16:30:00,0.812286105407255,0.329299837350845
4b,2002-11-14 16:30:00,0.875256673511294,0.437846392393112
4b,2002-12-27 16:30:00,0.992984257357974,0.384866744279861
4b,2003-01-21 04:30:00,0.0580082135523614,0.328565239906311
4b,2003-02-26 16:30:00,0.157939767282683,0.23548187315464
4b,2003-03-27 16:30:00,0.240075290896646,0.233387902379036
4b,2003-04-13 16:30:00,0.286618754277892,0.268839806318283
4b,2003-05-04 04:30:00,0.3427446954141,0.11215902864933
4b,2003-06-30 12:00:00,0.499657768651608,0.185890465974808
4b,2003-07-01 12:00:00,0.502395619438741,0.175884217023849
4b,2003-08-29 04:30:00,0.663073237508556,0.199580699205399
4b,2003-09-30 18:00:00,0.752224503764545,0.212574690580368
4b,2003-10-31 16:30:00,0.836926762491444,0.536225199699402
4b,2003-11-01 00:00:00,0.837782340862423,0.398010015487671
4b,2003-12-28 00:00:00,0.993839835728953,0.297314912080765
4b,2004-01-26 01:30:00,0.0713552361396304,0.24681781232357
4b,2004-02-27 07:30:00,0.159650924024641,0.26583057641983
4b,2004-03-31 19:30:00,0.251368925393566,0.214590519666672
4b,2004-04-01 04:30:00,0.252395619438741,0.288301587104797
4b,2004-05-05 19:30:00,0.34719370294319,0.312643498182297
4b,2004-06-22 21:00:00,0.478781656399726,0.1449334025383
4b,2004-07-21 04:30:00,0.556297056810404,0.102566093206406
4b,2004-08-18 19:30:00,0.63466803559206,0.187945932149887
4b,2004-09-09 18:00:00,0.694729637234771,0.085770383477211
4b,2004-10-28 16:30:00,0.828713210130048,0.355034470558167
4b,2004-11-30 22:30:00,0.91974674880219,0.172303274273872
4b,2004-12-01 16:30:00,0.921800136892539,0.274387836456299
4b,2005-01-18 13:30:00,0.0508213552361396,0.0631726384162903
4b,2005-02-22 07:30:00,0.14596167008898,0.255482375621796
4b,2005-03-21 18:00:00,0.223819301848049,0.270985990762711
4b,2005-04-24 04:30:00,0.315366187542779,0.156042531132698
4b,2005-05-16 07:30:00,0.375941136208077,0.138475582003593
4b,2005-06-13 12:00:00,0.453114305270363,0.154366135597229
4b,2005-07-27 10:30:00,0.57340862422998,0.149533152580261
4b,2005-08-09 10:30:00,0.609000684462697,0.136298388242722
4b,2005-09-06 19:30:00,0.68668720054757,0.163559570908546
4b,2005-10-29 16:30:00,0.83145106091718,0.235143184661865
4b,2005-11-26 15:00:00,0.907939767282683,0.301386207342148
4b,2005-12-02 16:30:00,0.924537987679671,0.335170149803162
4b,2006-01-01 00:00:00,0.0027378507871321,0.137595847249031
4b,2006-02-19 07:30:00,0.137748117727584,0.425772666931152
4b,2006-03-04 19:30:00,0.177446954140999,0.360016644001007
4b,2006-04-21 04:30:00,0.307152635181383,0.164872169494629
4b,2006-05-22 04:30:00,0.392026009582478,0.242795825004578
4b,2006-06-09 19:30:00,0.443018480492813,0.123962312936783
4b,2006-07-29 12:00:00,0.579055441478439,0.0702676177024841
4b,2006-08-17 12:00:00,0.631074606433949,0.280952870845795
4b,2006-09-22 16:30:00,0.730150581793292,0.226235643029213
4b,2006-10-22 16:30:00,0.812286105407255,0.349111199378967
4b,2006-11-24 18:00:00,0.90280629705681,0.320390075445175
4b,2006-12-08 01:30:00,0.939253935660507,0.325349748134613
4b,2007-01-24 22:30:00,0.0682751540041068,0.152839034795761
4b,2007-02-16 19:30:00,0.130903490759754,0.283630460500717
4b,2007-03-07 16:30:00,0.185318275154004,0.278210431337357
4b,2007-04-01 04:30:00,0.252395619438741,0.0815800130367279
4b,2007-05-13 13:30:00,0.368412046543463,0.206720039248466
4b,2007-06-17 12:00:00,0.464065708418891,0.202384829521179
4b,2007-07-23 12:00:00,0.562628336755647,0.174086183309555
4b,2007-08-15 19:30:00,0.626454483230664,0.151434913277626
4b,2007-09-30 19:30:00,0.752395619438741,0.113836392760277
4b,2007-10-23 16:30:00,0.815023956194387,0.122500538825989
4b,2007-11-20 16:30:00,0.891683778234086,0.274783551692963
4b,2007-12-09 16:30:00,0.943702943189596,0.143068686127663
4b,2008-01-03 16:30:00,0.0100958247775496,0.377780497074127
4b,2008-02-03 16:30:00,0.0949691991786448,0.222881898283958
4b,2008-03-10 10:30:00,0.192847364818617,0.32030513882637
4b,2008-04-18 06:00:00,0.299110198494182,0.437267482280731
4b,2008-05-23 19:30:00,0.396475017111567,0.199259281158447
4b,2008-06-16 13:30:00,0.461498973305955,0.169603526592255
4b,2008-07-07 12:00:00,0.518822724161533,0.119558066129684
4b,2008-08-12 06:00:00,0.616700889801506,0.170748457312584
4b,2008-09-05 12:00:00,0.683093771389459,0.21945732831955
4b,2008-10-31 16:30:00,0.836926762491444,0.298091441392899
4b,2008-11-29 16:30:00,0.916324435318275,0.396746814250946
4b,2008-12-14 01:30:00,0.955681040383299,0.261078268289566
4b,2009-01-23 22:30:00,0.0655373032169747,0.440560728311539
4b,2009-02-06 01:30:00,0.101471594798084,0.419026881456375
4b,2009-03-05 06:00:00,0.17864476386037,0.402928441762924
4b,2009-04-10 18:00:00,0.278576317590691,0.186943352222443
4b,2009-05-14 03:00:00,0.369952087611225,0.164662808179855
4b,2009-06-08 04:30:00,0.438569472963723,0.208251774311066
4b,2009-07-22 19:30:00,0.560746064339493,0.137023106217384
4b,2009-08-27 12:00:00,0.65845311430527,0.0896051079034805
4b,2009-09-16 06:00:00,0.712525667351129,0.0793093144893646
4b,2009-10-21 16:30:00,0.809548254620123,0.297502160072327
4b,2009-11-29 16:30:00,0.916324435318275,0.283405303955078
4b,2009-12-24 07:30:00,0.983744010951403,0.473459810018539
4b,2010-01-14 03:00:00,0.0386721423682409,0.327788144350052
4b,2010-02-27 19:30:00,0.161019849418207,0.522799968719482
4b,2010-03-29 19:30:00,0.245893223819302,0.252093017101288
4b,2010-04-03 13:30:00,0.258898015058179,0.157005831599236
4b,2010-05-09 04:30:00,0.35643394934976,0.213155031204224
4b,2010-06-10 10:30:00,0.444729637234771,0.293597728013992
4b,2010-07-14 12:00:00,0.537987679671458,0.159373059868813
4b,2010-08-26 12:00:00,0.655715263518138,0.129398345947266
4b,2010-09-07 16:30:00,0.689082819986311,0.245547607541084
4b,2010-10-03 19:30:00,0.760609171800137,0.402758359909058
4b,2010-11-09 09:00:00,0.860711841204654,0.464345306158066
4b,2010-12-06 16:30:00,0.9354893908282,0.346999913454056
4b,2011-01-06 22:30:00,0.018993839835729,0.267881065607071
4b,2011-02-16 16:30:00,0.130561259411362,0.394669443368912
4b,2011-03-13 07:30:00,0.200718685831622,0.234292820096016
4b,2011-04-22 09:00:00,0.310403832991102,0.22350387275219
4b,2011-05-01 04:30:00,0.334531143052704,0.204592108726501
4b,2011-06-06 10:30:00,0.433778234086242,0.132132112979889
4b,2011-07-18 22:30:00,0.550136892539357,0.168026939034462
4b,2011-08-06 12:00:00,0.600958247775496,0.174781322479248
4b,2011-09-01 10:30:00,0.671971252566735,0.206359028816223
4b,2011-10-24 06:00:00,0.816563997262149,0.361655592918396
4b,2011-11-03 06:00:00,0.84394250513347,0.351888030767441
4b,2011-12-16 10:30:00,0.962183436002738,0.292018830776215
4b,2012-01-16 00:00:00,0.0438056125941136,0.094465434551239
4b,2012-02-01 09:00:00,0.0886379192334018,0.0492921955883503
4b,2012-03-18 07:30:00,0.214407939767283,0.0725667774677277
4b,2012-04-19 04:30:00,0.301676933607118,0.305753767490387
4b,2012-05-04 19:30:00,0.344455852156058,0.226901203393936
4b,2012-06-07 04:30:00,0.435831622176591,0.215827867388725
4b,2012-07-07 21:00:00,0.519849418206708,0.144616588950157
4b,2012-08-14 22:30:00,0.624058863791923,0.182269334793091
4b,2012-09-25 18:00:00,0.738535249828884,0.302599519491196
4b,2012-10-31 16:30:00,0.836926762491444,0.302177906036377
4b,2012-11-01 07:30:00,0.838637919233402,0.353739798069
4b,2012-12-14 07:30:00,0.956365503080082,0.317024320363998
4b,2013-01-19 13:30:00,0.0535592060232717,0.405835777521133
4b,2013-02-10 22:30:00,0.114818617385352,0.226887345314026
4b,2013-03-11 10:30:00,0.195585215605749,0.361246973276138
4b,2013-04-01 09:00:00,0.252908966461328,0.292588442564011
4b,2013-05-16 19:30:00,0.377310061601643,0.205256044864655
4b,2013-06-17 10:30:00,0.463894592744695,0.136076286435127
4b,2013-07-27 09:00:00,0.573237508555784,0.151187047362328
4b,2013-08-01 07:30:00,0.586755646817248,0.112247839570045
4b,2013-09-28 18:00:00,0.746748802190281,0.246850684285164
4b,2013-10-22 09:00:00,0.811430527036276,0.245256394147873
4b,2013-11-04 09:00:00,0.847022587268994,0.254666388034821
4b,2013-12-25 13:30:00,0.987166324435318,0.361304610967636
4b,2014-01-28 22:30:00,0.0792265571526352,0.360880821943283
4b,2014-02-09 22:30:00,0.11208076659822,0.46266758441925
4b,2014-03-03 09:00:00,0.173511293634497,0.27152881026268
4b,2014-04-02 10:30:00,0.255817932922656,0.257128238677979
4b,2014-05-21 12:00:00,0.390143737166324,0.254710882902145
4b,2014-06-28 10:30:00,0.494010951403149,0.147861585021019
4b,2014-07-19 10:30:00,0.551505817932923,0.152971476316452
4b,2014-08-02 10:30:00,0.589835728952772,0.153155505657196
4b,2014-09-16 19:30:00,0.714065708418891,0.264183670282364
4b,2014-10-08 07:30:00,0.772929500342231,0.203564390540123
4b,2014-11-28 07:30:00,0.912559890485969,0.37405264377594
4b,2014-12-12 22:30:00,0.952600958247775,0.17543663084507
4b,2015-01-30 21:00:00,0.0845311430527036,0.40511691570282
4b,2015-02-02 21:00:00,0.0927446954140999,0.225530236959457
4b,2015-03-23 09:00:00,0.228268309377139,0.0852581858634949
4b,2015-04-26 09:00:00,0.32135523613963,0.179840907454491
4b,2015-05-04 19:30:00,0.344455852156058,0.292029291391373
4b,2015-06-13 21:00:00,0.454140999315537,0.119588121771812
4b,2015-07-28 21:00:00,0.577344284736482,0.120503082871437
4b,2015-08-23 21:00:00,0.648528405201916,0.210891634225845
4b,2015-09-16 07:30:00,0.712696783025325,0.385670363903046
4b,2015-10-05 21:00:00,0.766255989048597,0.254284828901291
4b,2015-11-02 22:30:00,0.843086926762491,0.153434500098228
4b,2015-12-19 18:00:00,0.971252566735113,0.139352530241013
4b,2016-01-10 22:30:00,0.0299452429842574,0.351976543664932
4b,2016-02-13 22:30:00,0.123032169746749,0.328487932682037
4b,2016-03-04 19:30:00,0.177446954140999,0.283597230911255
4b,2016-04-15 19:30:00,0.292436687200548,0.230275735259056
4b,2016-05-08 10:30:00,0.354380561259411,0.313253104686737
4b,2016-06-15 19:30:00,0.459445585215606,0.271285116672516
4b,2016-07-18 21:00:00,0.549965776865161,0.12910507619381
4b,2016-08-19 10:30:00,0.636379192334018,0.126616939902306
4b,2016-09-15 09:00:00,0.710130047912389,0.268794447183609
4b,2016-10-23 06:00:00,0.813826146475017,0.239763289690018
4b,2016-11-21 07:30:00,0.893394934976044,0.314520657062531
4b,2016-12-03 22:30:00,0.927960301163587,0.165110751986504
4b,2017-01-27 07:30:00,0.0747775496235455,0.224948808550835
4b,2017-02-03 22:30:00,0.0956536618754278,0.348762184381485
4b,2017-03-04 09:00:00,0.176249144421629,0.245742112398148
4b,2017-04-30 10:30:00,0.332477754962355,0.190930873155594
4b,2017-05-11 19:30:00,0.363620807665982,0.296547174453735
4b,2017-06-28 19:30:00,0.495037645448323,0.253802567720413
4b,2017-07-19 09:00:00,0.551334702258727,0.167245149612427
4b,2017-08-26 10:30:00,0.655544147843943,0.160804376006126
4b,2017-09-09 09:00:00,0.693702943189596,0.166267678141594
4b,2017-10-18 07:30:00,0.800308008213552,0.173672392964363
4b,2017-11-22 21:00:00,0.897672826830938,0.223446771502495
4b,2017-12-10 22:30:00,0.947125256673511,0.441983997821808
4b,2018-01-06 07:30:00,0.0172826830937714,0.228172108530998
4b,2018-02-28 21:00:00,0.163928815879535,0.286666333675385
4b,2018-03-02 19:30:00,0.171971252566735,0.442998915910721
4b,2018-04-03 19:30:00,0.259582477754962,0.303230881690979
4b,2018-05-02 09:00:00,0.337782340862423,0.122081369161606
4b,2018-06-30 10:30:00,0.499486652977413,0.166144788265228
4b,2018-07-01 10:30:00,0.502224503764545,0.173792168498039
4b,2018-08-08 09:00:00,0.606091718001369,0.121264293789864
4b,2018-09-17 19:30:00,0.716803559206023,0.109607487916946
4b,2018-10-11 07:30:00,0.781143052703628,0.256349325180054
4b,2018-11-05 19:30:00,0.850958247775496,0.323205083608627
4b,2018-12-13 07:30:00,0.95362765229295,0.173916965723038
4b,2019-01-31 22:30:00,0.0874401095140315,0.402136564254761
4b,2019-02-01 09:00:00,0.0886379192334018,0.488906145095825
4b,2019-03-06 19:30:00,0.182922655715264,0.332426071166992
4b,2019-04-24 10:30:00,0.316050650239562,0.326887428760529
4b,2019-05-08 10:30:00,0.354380561259411,0.250015377998352
4b,2019-06-06 19:30:00,0.434804928131417,0.200013622641563
4b,2019-07-27 09:00:00,0.573237508555784,0.149840012192726
4b,2019-08-09 10:30:00,0.609000684462697,0.199515581130981
4b,2019-09-21 22:30:00,0.728097193702943,0.186739549040794
4b,2019-10-19 09:00:00,0.80321697467488,0.213237449526787
4b,2019-11-23 01:30:00,0.898186173853525,0.409239947795868
4b,2019-12-19 22:30:00,0.9717659137577,0.430405110120773
4b,2020-01-27 21:00:00,0.0763175906913073,0.221292778849602
4b,2020-02-29 07:30:00,0.165126625598905,0.236403450369835
4b,2020-03-02 00:00:00,0.16974674880219,0.318986922502518
4b,2020-04-30 22:30:00,0.333846680355921,0.200619593262672
4b,2020-05-01 10:30:00,0.335215605749487,0.201030552387238
4b,2020-06-12 10:30:00,0.450205338809035,0.298227608203888
4b,2020-07-25 10:30:00,0.567932922655715,0.116383269429207
4b,2020-08-19 19:30:00,0.637405886379192,0.236815869808197
4b,2020-09-24 09:00:00,0.734770704996578,0.177021086215973
4b,2020-10-02 19:30:00,0.757871321013005,0.342055022716522
4b,2020-11-28 09:00:00,0.912731006160164,0.17748998105526
4b,2020-12-27 22:30:00,0.993668720054757,0.439221024513245
4b,2021-01-21 22:30:00,0.0600616016427105,0.355795532464981
4b,2021-02-09 07:30:00,0.110369609856263,0.363400787115097
4b,2021-03-31 19:30:00,0.251368925393566,0.121226921677589
4b,2021-04-26 19:30:00,0.322553045859001,0.199586242437363
4b,2021-05-09 09:00:00,0.356947296372348,0.24836790561676
4b,2021-06-21 19:30:00,0.475872689938398,0.192432835698128
4b,2021-07-05 21:00:00,0.514373716632444,0.198497980833054
4b,2021-08-07 07:30:00,0.603182751540041,0.17160077393055
4b,2021-09-14 09:00:00,0.707392197125257,0.179365932941437
4b,2021-10-30 00:00:00,0.832306639288159,0.290606409311295
4b,2021-11-02 10:30:00,0.841718001368925,0.220020428299904
4b,2021-12-08 07:30:00,0.93993839835729,0.273935198783875
4b,2022-01-04 07:30:00,0.0118069815195072,0.224117249250412
4b,2022-02-14 07:30:00,0.124058863791923,0.176292046904564
4b,2022-03-12 19:30:00,0.199349760438056,0.236264273524284
4b,2022-04-23 09:00:00,0.313141683778234,0.324812650680542
4b,2022-05-16 19:30:00,0.377310061601643,0.146915003657341
4b,2022-06-19 10:30:00,0.46937029431896,0.251653611660004
4b,2022-07-18 10:30:00,0.548767967145791,0.144707322120667
4b,2022-08-16 10:30:00,0.628165639972622,0.242282852530479
4b,2022-09-13 10:30:00,0.70482546201232,0.226856127381325
4b,2022-10-23 09:00:00,0.814168377823409,0.315278589725494
4b,2022-11-16 09:00:00,0.879876796714579,0.318435817956924
4b,2022-12-15 09:00:00,0.95927446954141,0.337974965572357
4b,2023-01-16 22:30:00,0.04637234770705,0.400156110525131
4b,2023-02-25 07:30:00,0.154175222450376,0.185775592923164
4b,2023-03-08 09:00:00,0.187200547570157,0.302935749292374
4b,2023-04-14 10:30:00,0.288672142368241,0.206642910838127
4b,2023-05-31 19:30:00,0.418377823408624,0.138840839266777
4b,2023-06-08 10:30:00,0.439253935660507,0.210478141903877
4b,2023-07-15 09:00:00,0.540383299110198,0.166471719741821
4b,2023-08-02 09:00:00,0.589664613278576,0.169596701860428
4b,2023-09-21 09:00:00,0.726557152635181,0.262454241514206
4b,2023-10-20 07:30:00,0.805783709787817,0.536016762256622
4b,2023-11-04 07:30:00,0.846851471594798,0.417958438396454
4b,2023-12-01 07:30:00,0.920773442847365,0.338028132915497
4b,2024-01-17 13:30:00,0.0480835044490075,0.381259709596634
4b,2024-02-09 21:00:00,0.111909650924025,0.450193911790848
4b,2024-03-27 19:30:00,0.240417522245038,0.410605251789093
4b,2024-04-06 04:30:00,0.266084873374401,0.282339870929718
4b,2024-05-05 04:30:00,0.345482546201232,0.163949832320213
4b,2024-06-17 03:00:00,0.463039014373717,0.148524597287178
4b,2024-07-15 10:30:00,0.540554414784394,0.130025371909142
4b,2024-08-24 10:30:00,0.650068446269678,0.11067233979702
4b,2024-09-26 10:30:00,0.740417522245038,0.277647852897644
4b,2024-10-09 09:00:00,0.775838466803559,0.42149806022644
4b,2024-11-21 16:30:00,0.894421629021218,0.293070405721664
4b,2024-12-19 00:00:00,0.969199178644764,0.129940524697304
4c,1993-01-24 10:30:00,0.0669062286105407,0.00372336711734533
4c,1993-02-16 10:30:00,0.129876796714579,0.0507326796650887
4c,1993-03-27 22:30:00,0.240759753593429,0.0643718242645264
4c,1993-04-03 22:30:00,0.259924709103354,0.0975224524736404
4c,1993-05-27 22:30:00,0.407768651608487,0.130229771137238
4c,1993-06-04 22:30:00,0.429671457905544,0.157676458358765
4c,1993-07-28 16:30:00,0.576830937713895,0.186443269252777
4c,1993-08-08 21:00:00,0.607460643394935,0.344532698392868
4c,1993-09-02 10:30:00,0.674709103353867,0.35122138261795
4c,1993-10-07 10:30:00,0.770533880903491,0.175960600376129
4c,1993-11-12 10:30:00,0.869096509240246,0.0588931366801262
4c,1993-12-03 10:30:00,0.92659137577002,0.0230069551616907
4c,1994-01-13 10:30:00,0.0367898699520876,0.0509313866496086
4c,1994-02-11 10:30:00,0.116187542778919,0.127727195620537
4c,1994-03-22 22:30:00,0.227070499657769,0.0835567712783813
4c,1994-04-28 22:30:00,0.328370978781656,0.111873082816601
4c,1994-05-28 22:30:00,0.410506502395619,0.143229871988297
4c,1994-06-17 22:30:00,0.465263518138261,0.119066543877125
4c,1994-07-30 19:30:00,0.58264887063655,0.198120355606079
4c,1994-08-13 00:00:00,0.618754277891855,0.181048512458801
4c,1994-09-27 21:00:00,0.74435318275154,0.159978985786438
4c,1994-10-10 01:30:00,0.777720739219713,0.116398274898529
4c,1994-11-28 10:30:00,0.91290212183436,0.0578862354159355
4c,1994-12-11 10:30:00,0.948494182067077,0.0398825481534004
4c,1995-01-22 21:00:00,0.0626283367556468,0.028490012511611
4c,1995-02-27 22:30:00,0.161362080766598,0.0536763295531273
4c,1995-03-29 22:30:00,0.246235455167693,0.0936220586299896
4c,1995-04-18 10:30:00,0.299623545516769,0.0714197084307671
4c,1995-05-14 10:30:00,0.370807665982204,0.144426614046097
4c,1995-06-10 16:30:00,0.445414099931554,0.130270838737488
4c,1995-07-21 22:30:00,0.558350444900753,0.222510367631912
4c,1995-08-23 00:00:00,0.646132785763176,0.183843165636063
4c,1995-09-23 01:30:00,0.731177275838467,0.163068413734436
4c,1995-10-14 00:00:00,0.788501026694045,0.0742278397083282
4c,1995-11-07 10:30:00,0.855407255304586,0.0509814098477364
4c,1995-12-30 22:30:00,1.00188227241615,-0.03199303150177
4c,1996-01-21 22:30:00,0.0600616016427105,0.0483213514089584
4c,1996-02-14 10:30:00,0.124401095140315,0.0684616714715958
4c,1996-03-20 01:30:00,0.219199178644764,0.0841282308101654
4c,1996-04-30 09:00:00,0.332306639288159,0.107173569500446
4c,1996-05-08 00:00:00,0.353182751540041,0.119691133499146
4c,1996-06-19 22:30:00,0.470739219712526,0.102225095033646
4c,1996-07-30 22:30:00,0.582991101984942,0.291893124580383
4c,1996-08-12 10:30:00,0.617214236824093,0.418636471033096
4c,1996-09-29 19:30:00,0.749657768651608,0.322291225194931
4c,1996-10-13 10:30:00,0.786960985626283,0.0804791674017906
4c,1996-11-11 10:30:00,0.866358658453114,0.171718537807465
4c,1996-12-05 00:00:00,0.930869267624914,0.00676658656448126
4c,1997-01-24 01:30:00,0.0658795345653662,0.0773274153470993
4c,1997-02-08 10:30:00,0.107973990417522,0.066795751452446
4c,1997-03-29 00:00:00,0.243668720054757,0.0761758983135223
4c,1997-04-29 22:30:00,0.331108829568789,0.0665578097105026
4c,1997-05-29 10:30:00,0.411875427789186,0.155549556016922
4c,1997-06-26 22:30:00,0.48990417522245,0.313251256942749
4c,1997-07-24 10:30:00,0.565195071868583,0.179097592830658
4c,1997-08-17 07:30:00,0.630561259411362,0.547434210777283
4c,1997-09-14 00:00:00,0.706365503080082,0.163881599903107
4c,1997-10-22 22:30:00,0.812970568104038,0.0974726974964142
4c,1997-11-24 22:30:00,0.903319644079398,0.0301406569778919
4c,1997-12-29 21:00:00,0.998973305954825,0.0223126877099276
4c,1998-01-17 10:30:00,0.047741273100616,0.111298352479935
4c,1998-02-24 10:30:00,0.151779603011636,0.0674294680356979
4c,1998-03-08 22:30:00,0.188740588637919,0.0671492367982864
4c,1998-04-14 07:30:00,0.288329911019849,0.0940883234143257
4c,1998-05-29 00:00:00,0.410677618069815,0.122715421020985
4c,1998-06-16 22:30:00,0.462525667351129,0.120775058865547
4c,1998-07-20 19:30:00,0.555270362765229,0.142695009708405
4c,1998-08-27 22:30:00,0.659650924024641,0.117640532553196
4c,1998-09-21 00:00:00,0.725530458590007,0.178030997514725
4c,1998-10-16 21:00:00,0.79637234770705,0.2054782807827
4c,1998-11-05 10:30:00,0.849931553730322,0.0806929022073746
4c,1998-12-22 10:30:00,0.97861054072553,0.0354424118995667
4c,1999-01-24 22:30:00,0.0682751540041068,0.0405225604772568
4c,1999-02-01 10:30:00,0.0888090349075975,0.02108602412045
4c,1999-03-06 22:30:00,0.183264887063655,0.139623552560806
4c,1999-04-11 22:30:00,0.281827515400411,0.107195354998112
4c,1999-05-03 22:30:00,0.342060232717317,0.141140475869179
4c,1999-06-03 10:30:00,0.425564681724846,0.126922011375427
4c,1999-07-25 13:30:00,0.568275154004107,0.238432228565216
4c,1999-08-01 13:30:00,0.587440109514031,0.260984152555466
4c,1999-09-22 10:30:00,0.729466119096509,0.336321443319321
4c,1999-10-07 22:30:00,0.771902806297057,0.0662697032094002
4c,1999-11-15 10:30:00,0.877310061601643,0.0602453798055649
4c,1999-12-17 00:00:00,0.9637234770705,0.0182440336793661
4c,2000-01-12 10:30:00,0.0340520191649555,0.0408033430576324
4c,2000-02-19 12:00:00,0.138261464750171,0.0533416979014874
4c,2000-03-15 22:30:00,0.207905544147844,0.0588447079062462
4c,2000-04-26 00:00:00,0.320328542094456,0.127289891242981
4c,2000-05-01 00:00:00,0.334017796030116,0.0961938872933388
4c,2000-06-13 10:30:00,0.452943189596167,0.122803129255772
4c,2000-07-28 19:30:00,0.577173169062286,0.203407526016235
4c,2000-08-28 22:30:00,0.662388774811773,0.227673709392548
4c,2000-09-12 15:00:00,0.702600958247775,0.497465312480927
4c,2000-10-08 10:30:00,0.773271731690623,0.0839711651206017
4c,2000-11-01 10:30:00,0.838980150581793,0.103720940649509
4c,2000-12-30 22:30:00,1.00188227241615,0.0297435745596886
4c,2001-01-25 22:30:00,0.0710130047912389,0.0588127635419369
4c,2001-02-23 10:30:00,0.149041752224504,0.0599224008619785
4c,2001-03-27 12:00:00,0.239561943874059,0.132685601711273
4c,2001-04-20 22:30:00,0.3064681724846,0.130270302295685
4c,2001-05-21 00:00:00,0.388774811772758,0.136382579803467
